target,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
95.0,1.0,0.0,1.0,19.0,0.0,5.0,1.0,1.0,0.16,0.19699999999999998,0.55,0.0896
39.0,1.0,0.0,1.0,21.0,0.0,5.0,1.0,1.0,0.18,0.19699999999999998,0.47,0.1343
16.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,0.18,0.2424,0.55,0.0
20.0,1.0,0.0,1.0,9.0,0.0,6.0,0.0,3.0,0.16,0.1818,0.93,0.1045
62.0,1.0,0.0,1.0,11.0,0.0,6.0,0.0,2.0,0.2,0.1818,0.69,0.3881
98.0,1.0,0.0,1.0,12.0,0.0,6.0,0.0,2.0,0.2,0.1818,0.59,0.3582
102.0,1.0,0.0,1.0,13.0,0.0,6.0,0.0,1.0,0.2,0.1818,0.44,0.3284
69.0,1.0,0.0,1.0,17.0,0.0,6.0,0.0,1.0,0.16,0.1212,0.37,0.5522
55.0,1.0,0.0,1.0,18.0,0.0,6.0,0.0,1.0,0.14,0.1212,0.39,0.2985
37.0,1.0,0.0,1.0,21.0,0.0,6.0,0.0,1.0,0.12,0.1061,0.39,0.3582
4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.1,0.0758,0.46,0.4179
1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.19399999999999998
6.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.19399999999999998
10.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.1,0.0909,0.49,0.2836
75.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478
72.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.22,0.1818,0.32,0.4627
48.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.4,0.3284
41.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.43,0.3284
20.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.14,0.1061,0.46,0.4179
15.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2985
6.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,0.12,0.1364,0.5,0.19399999999999998
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2836
3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2239
54.0,1.0,0.0,1.0,13.0,0.0,1.0,1.0,2.0,0.2,0.1818,0.4,0.2836
47.0,1.0,0.0,1.0,14.0,0.0,1.0,1.0,2.0,0.2,0.19699999999999998,0.4,0.2239
74.0,1.0,0.0,1.0,16.0,0.0,1.0,1.0,1.0,0.2,0.2121,0.4,0.1343
155.0,1.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,0.2,0.19699999999999998,0.4,0.2239
12.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.14,0.1667,0.59,0.1045
3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.16,0.1515,0.55,0.19399999999999998
27.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,0.16,0.1818,0.55,0.1343
217.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.18,0.2121,0.51,0.0896
47.0,1.0,0.0,1.0,15.0,0.0,2.0,1.0,2.0,0.16,0.19699999999999998,0.8,0.0896
136.0,1.0,0.0,1.0,17.0,0.0,2.0,1.0,2.0,0.16,0.1515,0.86,0.2239
32.0,1.0,0.0,1.0,20.0,0.0,2.0,1.0,3.0,0.16,0.1515,0.93,0.19399999999999998
29.0,1.0,0.0,1.0,22.0,0.0,2.0,1.0,3.0,0.16,0.1818,0.93,0.1045
1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.14,0.1515,0.86,0.1343
81.0,1.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.16,0.1364,0.59,0.3284
35.0,1.0,0.0,1.0,11.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.51,0.3881
44.0,1.0,0.0,1.0,14.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.47,0.3284
137.0,1.0,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.2,0.1515,0.47,0.5224
7.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.59,0.2836
2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2836
72.0,1.0,0.0,1.0,7.0,0.0,4.0,1.0,1.0,0.12,0.1515,0.54,0.1343
202.0,1.0,0.0,1.0,8.0,0.0,4.0,1.0,1.0,0.14,0.1364,0.5,0.19399999999999998
42.0,1.0,0.0,1.0,14.0,0.0,4.0,1.0,1.0,0.22,0.19699999999999998,0.41,0.3881
99.0,1.0,0.0,1.0,19.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2537
64.0,1.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2239
30.0,1.0,0.0,1.0,22.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.46,0.3284
14.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.12,0.1364,0.5,0.19399999999999998
70.0,1.0,0.0,1.0,7.0,0.0,5.0,1.0,1.0,0.1,0.1212,0.74,0.1642
158.0,1.0,0.0,1.0,8.0,0.0,5.0,1.0,1.0,0.12,0.1667,0.68,0.0
117.0,1.0,0.0,1.0,9.0,0.0,5.0,1.0,1.0,0.14,0.1515,0.69,0.1343
44.0,1.0,0.0,1.0,10.0,0.0,5.0,1.0,1.0,0.18,0.1818,0.55,0.19399999999999998
53.0,1.0,0.0,1.0,11.0,0.0,5.0,1.0,1.0,0.18,0.1667,0.51,0.2836
61.0,1.0,0.0,1.0,12.0,0.0,5.0,1.0,1.0,0.2,0.19699999999999998,0.44,0.2537
77.0,1.0,0.0,1.0,13.0,0.0,5.0,1.0,1.0,0.22,0.19699999999999998,0.37,0.3881
92.0,1.0,0.0,1.0,19.0,0.0,5.0,1.0,1.0,0.16,0.19699999999999998,0.59,0.0896
68.0,1.0,0.0,1.0,20.0,0.0,5.0,1.0,1.0,0.18,0.2424,0.59,0.0
27.0,1.0,0.0,1.0,23.0,0.0,5.0,1.0,2.0,0.18,0.2424,0.55,0.0
28.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.18,0.2424,0.55,0.0
5.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,2.0,0.16,0.2273,0.59,0.0
3.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.63,0.1045
33.0,1.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.64,0.1343
118.0,1.0,0.0,1.0,14.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.39,0.2836
129.0,1.0,0.0,1.0,15.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.36,0.19399999999999998
128.0,1.0,0.0,1.0,16.0,0.0,6.0,0.0,2.0,0.34,0.3333,0.34,0.19399999999999998
74.0,1.0,0.0,1.0,19.0,0.0,6.0,0.0,2.0,0.32,0.303,0.39,0.2537
41.0,1.0,0.0,1.0,20.0,0.0,6.0,0.0,2.0,0.32,0.303,0.39,0.2537
26.0,1.0,0.0,1.0,22.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.42,0.1045
1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.56,0.1642
2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.26,0.2576,0.56,0.1642
3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.24,0.2121,0.56,0.2985
18.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.55,0.2836
32.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.51,0.2537
93.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.44,0.2537
113.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.26,0.2424,0.38,0.2537
67.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.4,0.1642
61.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.18,0.19699999999999998,0.47,0.1343
28.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.18,0.19699999999999998,0.51,0.1642
17.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.2,0.19699999999999998,0.47,0.2239
16.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.2,0.19699999999999998,0.44,0.19399999999999998
2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.18,0.1818,0.43,0.19399999999999998
3.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.18,0.19699999999999998,0.43,0.1343
57.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.5,0.2537
80.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,2.0,0.18,0.19699999999999998,0.47,0.1343
93.0,1.0,0.0,1.0,15.0,1.0,1.0,0.0,2.0,0.2,0.2121,0.47,0.1642
71.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,0.2,0.19699999999999998,0.51,0.19399999999999998
33.0,1.0,0.0,1.0,20.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.19399999999999998
27.0,1.0,0.0,1.0,21.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.19399999999999998
4.0,1.0,0.0,1.0,23.0,1.0,1.0,0.0,3.0,0.16,0.1364,0.86,0.2836
125.0,1.0,0.0,1.0,17.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.82,0.19399999999999998
7.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,0.22,0.2273,0.93,0.1343
3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,0.22,0.2273,0.93,0.1343
90.0,1.0,0.0,1.0,7.0,0.0,3.0,1.0,2.0,0.24,0.2576,0.92,0.1045
109.0,1.0,0.0,1.0,9.0,0.0,3.0,1.0,2.0,0.24,0.2576,0.93,0.1045
75.0,1.0,0.0,1.0,14.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.58,0.2537
161.0,1.0,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.34,0.3182,0.61,0.2836
112.0,1.0,0.0,1.0,19.0,0.0,3.0,1.0,1.0,0.32,0.2879,0.57,0.4179
28.0,1.0,0.0,1.0,23.0,0.0,3.0,1.0,1.0,0.3,0.2727,0.52,0.4627
2.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.26,0.2727,0.56,0.0
1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,0.26,0.2576,0.56,0.1642
249.0,1.0,0.0,1.0,8.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.55,0.2836
143.0,1.0,0.0,1.0,9.0,0.0,4.0,1.0,2.0,0.24,0.2273,0.52,0.2239
68.0,1.0,0.0,1.0,11.0,0.0,4.0,1.0,2.0,0.28,0.2727,0.45,0.1642
84.0,1.0,0.0,1.0,12.0,0.0,4.0,1.0,2.0,0.3,0.3333,0.42,0.0
57.0,1.0,0.0,1.0,21.0,0.0,4.0,1.0,2.0,0.24,0.2273,0.6,0.2537
1.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,2.0,0.22,0.2576,0.87,0.0896
5.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,1.0,0.24,0.19699999999999998,0.6,0.4179
166.0,1.0,0.0,1.0,9.0,0.0,5.0,1.0,1.0,0.2,0.1818,0.51,0.3582
63.0,1.0,0.0,1.0,10.0,0.0,5.0,1.0,1.0,0.2,0.1667,0.47,0.4627
78.0,1.0,0.0,1.0,12.0,0.0,5.0,1.0,1.0,0.22,0.1818,0.27,0.5821
62.0,1.0,0.0,1.0,14.0,0.0,5.0,1.0,1.0,0.2,0.1515,0.25,0.5224
120.0,1.0,0.0,1.0,18.0,0.0,5.0,1.0,1.0,0.12,0.1212,0.3,0.2537
96.0,1.0,0.0,1.0,19.0,0.0,5.0,1.0,1.0,0.12,0.1061,0.3,0.3284
34.0,1.0,0.0,1.0,22.0,0.0,5.0,1.0,1.0,0.06,0.0303,0.41,0.3881
8.0,1.0,0.0,1.0,7.0,0.0,6.0,0.0,1.0,0.02,0.0152,0.44,0.2836
53.0,1.0,0.0,1.0,10.0,0.0,6.0,0.0,2.0,0.04,0.0606,0.41,0.1642
84.0,1.0,0.0,1.0,13.0,0.0,6.0,0.0,1.0,0.08,0.1667,0.35,0.0
67.0,1.0,0.0,1.0,17.0,0.0,6.0,0.0,1.0,0.12,0.19699999999999998,0.28,0.0
59.0,1.0,0.0,1.0,19.0,0.0,6.0,0.0,1.0,0.08,0.1061,0.35,0.1343
45.0,1.0,0.0,1.0,20.0,0.0,6.0,0.0,1.0,0.06,0.0758,0.45,0.1642
33.0,1.0,0.0,1.0,23.0,0.0,6.0,0.0,1.0,0.04,0.0758,0.57,0.1045
22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0758,0.57,0.1045
13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04,0.0758,0.57,0.1045
18.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.02,0.0606,0.62,0.1343
19.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.06,0.0758,0.62,0.1642
58.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.14,0.1061,0.46,0.3881
77.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.28,0.3582
25.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.1,0.1061,0.36,0.19399999999999998
21.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,0.06,0.0606,0.41,0.2239
15.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.02,0.0758,0.48,0.0896
84.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,0.02,0.1212,0.48,0.0
102.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,0.06,0.1515,0.41,0.0
63.0,1.0,0.0,1.0,12.0,0.0,1.0,1.0,2.0,0.12,0.1364,0.42,0.19399999999999998
35.0,1.0,0.0,1.0,22.0,0.0,1.0,1.0,2.0,0.14,0.1364,0.63,0.2239
2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.69,0.2239
36.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,0.16,0.1818,0.74,0.1045
108.0,1.0,0.0,1.0,7.0,0.0,2.0,1.0,1.0,0.16,0.1515,0.74,0.2239
55.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,0.22,0.2424,0.6,0.1045
84.0,1.0,0.0,1.0,15.0,0.0,2.0,1.0,2.0,0.32,0.3485,0.42,0.0
146.0,1.0,0.0,1.0,19.0,0.0,2.0,1.0,2.0,0.26,0.2576,0.65,0.1642
119.0,1.0,0.0,1.0,20.0,0.0,2.0,1.0,1.0,0.24,0.2273,0.65,0.19399999999999998
10.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,0.22,0.2273,0.69,0.19399999999999998
30.0,1.0,0.0,1.0,7.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985
72.0,1.0,0.0,1.0,8.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985
58.0,1.0,0.0,1.0,9.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985
43.0,1.0,0.0,1.0,15.0,0.0,3.0,1.0,3.0,0.22,0.1818,0.93,0.4627
24.0,1.0,0.0,1.0,16.0,0.0,4.0,1.0,1.0,0.22,0.2273,0.55,0.19399999999999998
104.0,1.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.2,0.2273,0.69,0.0896
38.0,1.0,0.0,1.0,21.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896
27.0,1.0,0.0,1.0,22.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896
16.0,1.0,0.0,1.0,23.0,0.0,4.0,1.0,1.0,0.18,0.19699999999999998,0.8,0.1642
9.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1343
3.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1343
4.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,2.0,0.18,0.2121,0.8,0.1045
31.0,1.0,0.0,1.0,13.0,0.0,5.0,1.0,3.0,0.18,0.2121,0.93,0.1045
80.0,1.0,0.0,1.0,16.0,0.0,5.0,1.0,1.0,0.22,0.2727,0.8,0.0
109.0,1.0,0.0,1.0,18.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.75,0.19399999999999998
89.0,1.0,0.0,1.0,19.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.75,0.1343
58.0,1.0,0.0,1.0,21.0,0.0,5.0,1.0,2.0,0.22,0.2273,0.75,0.1343
23.0,1.0,0.0,1.0,23.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.6,0.2239
8.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,0.2,0.2121,0.64,0.1343
3.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.69,0.1045
2.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.64,0.1343
34.0,1.0,0.0,1.0,8.0,0.0,6.0,0.0,1.0,0.18,0.19699999999999998,0.55,0.1642
34.0,1.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,0.18,0.2121,0.59,0.0896
78.0,1.0,0.0,1.0,12.0,0.0,6.0,0.0,2.0,0.2,0.19699999999999998,0.59,0.19399999999999998
68.0,1.0,0.0,1.0,18.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.69,0.1343
58.0,1.0,0.0,1.0,19.0,0.0,6.0,0.0,2.0,0.22,0.2121,0.69,0.2537
36.0,1.0,0.0,1.0,21.0,0.0,6.0,0.0,1.0,0.18,0.2121,0.74,0.0896
33.0,1.0,0.0,1.0,23.0,0.0,6.0,0.0,1.0,0.16,0.19699999999999998,0.8,0.0896
33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16,0.1818,0.8,0.1045
1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.14,0.2121,0.93,0.0
3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.14,0.2121,0.86,0.0
38.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.16,0.2273,0.8,0.0
59.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.22,0.2727,0.75,0.0
84.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.28,0.2879,0.61,0.1045
122.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.28,0.303,0.61,0.0896
55.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.65,0.19399999999999998
21.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,0.24,0.2273,0.7,0.19399999999999998
21.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,2.0,0.24,0.2121,0.65,0.2836
2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.22,0.2273,0.64,0.19399999999999998
2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.2,0.19699999999999998,0.59,0.2239
37.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.16,0.1364,0.69,0.3284
185.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.59,0.2836
112.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.59,0.2985
86.0,1.0,0.0,1.0,14.0,0.0,1.0,1.0,2.0,0.18,0.19699999999999998,0.55,0.1343
44.0,1.0,0.0,1.0,15.0,0.0,1.0,1.0,2.0,0.16,0.1818,0.59,0.1343
161.0,1.0,0.0,1.0,17.0,0.0,1.0,1.0,2.0,0.16,0.1515,0.59,0.19399999999999998
111.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0,0.3,0.3182,0.61,0.1045
3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.16,0.1818,0.69,0.1045
52.0,1.0,0.0,2.0,7.0,0.0,2.0,1.0,3.0,0.16,0.2273,0.93,0.0
51.0,1.0,0.0,2.0,11.0,0.0,2.0,1.0,2.0,0.18,0.2424,0.86,0.0
64.0,1.0,0.0,2.0,16.0,0.0,2.0,1.0,2.0,0.24,0.2424,0.75,0.1343
2.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.22,0.2424,0.93,0.1045
123.0,1.0,0.0,2.0,9.0,0.0,3.0,1.0,2.0,0.24,0.2576,0.93,0.0896
63.0,1.0,0.0,2.0,14.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.82,0.3881
76.0,1.0,0.0,2.0,15.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.76,0.3284
103.0,1.0,0.0,2.0,16.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.71,0.2985
190.0,1.0,0.0,2.0,17.0,0.0,3.0,1.0,1.0,0.36,0.3182,0.53,0.5224
75.0,1.0,0.0,2.0,20.0,0.0,3.0,1.0,1.0,0.24,0.19699999999999998,0.48,0.5522
12.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.4,0.4478
2.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.18,0.1667,0.43,0.2537
1.0,1.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,0.18,0.1667,0.43,0.2537
87.0,1.0,0.0,2.0,7.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284
133.0,1.0,0.0,2.0,9.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.47,0.2985
64.0,1.0,0.0,2.0,11.0,0.0,4.0,1.0,1.0,0.18,0.1364,0.43,0.4478
69.0,1.0,0.0,2.0,12.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,0.3582
109.0,1.0,0.0,2.0,20.0,0.0,4.0,1.0,1.0,0.2,0.2273,0.47,0.0896
7.0,1.0,0.0,2.0,5.0,0.0,5.0,1.0,2.0,0.14,0.1515,0.63,0.1343
220.0,1.0,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.14,0.1515,0.74,0.1343
86.0,1.0,0.0,2.0,12.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.48,0.1642
82.0,1.0,0.0,2.0,13.0,0.0,5.0,1.0,2.0,0.26,0.2576,0.5,0.2239
99.0,1.0,0.0,2.0,16.0,0.0,5.0,1.0,2.0,0.3,0.2879,0.42,0.2239
155.0,1.0,0.0,2.0,18.0,0.0,5.0,1.0,2.0,0.24,0.2576,0.6,0.1045
31.0,1.0,0.0,2.0,23.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.7,0.1343
18.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.65,0.1642
11.0,1.0,0.0,2.0,3.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.75,0.1642
8.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,3.0,0.22,0.2273,0.93,0.1343
